table_source;colonne_source;type_source;decision_table;table_cible;colonne_cible;decision_colonne;regle_migration;raison_detaillee;impact_fonctionnel;prerequis_controle;niveau_confiance;classification_audit_initiale;recommandation_audit_initiale;source_decision
application_contact;contact_id;BIGINT;SUPPRIMER;;;SUPPRIMER_AVEC_TABLE;"Ne pas migrer cette colonne ; archiver le contenu brut avant retrait définitif.";"Table vide ; la décision métier demande une historisation des contacts par version.";Suppression sans impact sur les écrans confirmés.;Vérifier absence de consommateur externe.;ÉLEVÉE;Utilisée ou nécessaire à une table utilisée;Conserver;Code Symfony + create_copy.sql + captures SSMS + mail/cahier de besoins
application_contact;role_contact_id;BIGINT;SUPPRIMER;;;SUPPRIMER_AVEC_TABLE;"Ne pas migrer cette colonne ; archiver le contenu brut avant retrait définitif.";"Table vide ; la décision métier demande une historisation des contacts par version.";Suppression sans impact sur les écrans confirmés.;Vérifier absence de consommateur externe.;ÉLEVÉE;Utilisée ou nécessaire à une table utilisée;Conserver;Code Symfony + create_copy.sql + captures SSMS + mail/cahier de besoins
application_contact;est_principal;BIT;SUPPRIMER;;;SUPPRIMER_AVEC_TABLE;"Ne pas migrer cette colonne ; archiver le contenu brut avant retrait définitif.";"Table vide ; la décision métier demande une historisation des contacts par version.";Suppression sans impact sur les écrans confirmés.;Vérifier absence de consommateur externe.;ÉLEVÉE;Utilisée ou nécessaire à une table utilisée;Conserver;Code Symfony + create_copy.sql + captures SSMS + mail/cahier de besoins
application_contact;date_debut;DATE;SUPPRIMER;;;SUPPRIMER_AVEC_TABLE;"Ne pas migrer cette colonne ; archiver le contenu brut avant retrait définitif.";"Table vide ; la décision métier demande une historisation des contacts par version.";Suppression sans impact sur les écrans confirmés.;Vérifier absence de consommateur externe.;ÉLEVÉE;Utilisée ou nécessaire à une table utilisée;Conserver;Code Symfony + create_copy.sql + captures SSMS + mail/cahier de besoins
application_contact;date_fin;DATE;SUPPRIMER;;;SUPPRIMER_AVEC_TABLE;"Ne pas migrer cette colonne ; archiver le contenu brut avant retrait définitif.";"Table vide ; la décision métier demande une historisation des contacts par version.";Suppression sans impact sur les écrans confirmés.;Vérifier absence de consommateur externe.;ÉLEVÉE;Utilisée ou nécessaire à une table utilisée;Conserver;Code Symfony + create_copy.sql + captures SSMS + mail/cahier de besoins
application_contact;date_creation;DATETIME2(0);SUPPRIMER;;;SUPPRIMER_AVEC_TABLE;"Ne pas migrer cette colonne ; archiver le contenu brut avant retrait définitif.";"Table vide ; la décision métier demande une historisation des contacts par version.";Suppression sans impact sur les écrans confirmés.;Vérifier absence de consommateur externe.;ÉLEVÉE;Utilisée ou nécessaire à une table utilisée;Conserver;Code Symfony + create_copy.sql + captures SSMS + mail/cahier de besoins
version_contact;id;BIGINT;CONSERVER_ET_RENOMMER_COLONNES;version_contact;id;CONSERVER;Copie directe avec contrôle des doublons.;Structure conforme au besoin.;Aucun impact écran si le mapping applicatif est adapté.;Valider en recette fonctionnelle.;ÉLEVÉE;Utilisée ou nécessaire à une table utilisée;Conserver;Code Symfony + create_copy.sql + captures SSMS + mail/cahier de besoins
version_contact;version_id;BIGINT;CONSERVER_ET_RENOMMER_COLONNES;version_contact;version_id;CONSERVER;Copie directe avec contrôle des doublons.;Structure conforme au besoin.;Aucun impact écran si le mapping applicatif est adapté.;Valider en recette fonctionnelle.;ÉLEVÉE;Utilisée ou nécessaire à une table utilisée;Conserver;Code Symfony + create_copy.sql + captures SSMS + mail/cahier de besoins
version_contact;contact_id;BIGINT;CONSERVER_ET_RENOMMER_COLONNES;version_contact;contact_id;CONSERVER;Copie directe avec contrôle des doublons.;Structure conforme au besoin.;Aucun impact écran si le mapping applicatif est adapté.;Valider en recette fonctionnelle.;ÉLEVÉE;Utilisée ou nécessaire à une table utilisée;Conserver;Code Symfony + create_copy.sql + captures SSMS + mail/cahier de besoins
version_contact;role_contact_id;BIGINT;CONSERVER_ET_RENOMMER_COLONNES;version_contact;role_contact_id;CONSERVER;Copie directe avec contrôle des doublons.;Structure conforme au besoin.;Aucun impact écran si le mapping applicatif est adapté.;Valider en recette fonctionnelle.;ÉLEVÉE;Utilisée ou nécessaire à une table utilisée;Conserver;Code Symfony + create_copy.sql + captures SSMS + mail/cahier de besoins
version_contact;est_principal;BIT;CONSERVER_ET_RENOMMER_COLONNES;version_contact;est_principal;CONSERVER;Copie directe avec contrôle des doublons.;Structure conforme au besoin.;Aucun impact écran si le mapping applicatif est adapté.;Valider en recette fonctionnelle.;ÉLEVÉE;Utilisée ou nécessaire à une table utilisée;Conserver;Code Symfony + create_copy.sql + captures SSMS + mail/cahier de besoins
version_contact;date_debut;DATE;CONSERVER_ET_RENOMMER_COLONNES;version_contact;debut_le;RENOMMER;Copie directe.;Convention date événement.;Aucun impact écran si le mapping applicatif est adapté.;Valider en recette fonctionnelle.;ÉLEVÉE;Utilisée ou nécessaire à une table utilisée;Conserver;Code Symfony + create_copy.sql + captures SSMS + mail/cahier de besoins
version_contact;date_fin;DATE;CONSERVER_ET_RENOMMER_COLONNES;version_contact;fin_le;RENOMMER;Copie directe.;Convention date événement.;Aucun impact écran si le mapping applicatif est adapté.;Valider en recette fonctionnelle.;ÉLEVÉE;Utilisée ou nécessaire à une table utilisée;Conserver;Code Symfony + create_copy.sql + captures SSMS + mail/cahier de besoins
version_contact;date_creation;DATETIME2(0);CONSERVER_ET_RENOMMER_COLONNES;version_contact;cree_le;RENOMMER;Copie directe.;Audit homogène.;Aucun impact écran si le mapping applicatif est adapté.;Valider en recette fonctionnelle.;ÉLEVÉE;Utilisée ou nécessaire à une table utilisée;Conserver;Code Symfony + create_copy.sql + captures SSMS + mail/cahier de besoins
application_dependance;id;BIGINT;RENOMMER_ET_CONSERVER;dependance_application;id;RENOMMER_TABLE;"Copie si des données existent ; sinon créer la structure vide.";Besoin obligatoire confirmé.;Aucun impact écran si le mapping applicatif est adapté.;Valider en recette fonctionnelle.;ÉLEVÉE;Migration uniquement ou aucun usage métier confirmé;Candidate à archivage/suppression après vérification externe;Code Symfony + create_copy.sql + captures SSMS + mail/cahier de besoins
application_dependance;application_source_id;BIGINT;RENOMMER_ET_CONSERVER;dependance_application;application_source_id;RENOMMER_TABLE;"Copie si des données existent ; sinon créer la structure vide.";Besoin obligatoire confirmé.;Aucun impact écran si le mapping applicatif est adapté.;Valider en recette fonctionnelle.;ÉLEVÉE;Migration uniquement ou aucun usage métier confirmé;Candidate à archivage/suppression après vérification externe;Code Symfony + create_copy.sql + captures SSMS + mail/cahier de besoins
application_dependance;application_cible_id;BIGINT;RENOMMER_ET_CONSERVER;dependance_application;application_cible_id;RENOMMER_TABLE;"Copie si des données existent ; sinon créer la structure vide.";Besoin obligatoire confirmé.;Aucun impact écran si le mapping applicatif est adapté.;Valider en recette fonctionnelle.;ÉLEVÉE;Migration uniquement ou aucun usage métier confirmé;Candidate à archivage/suppression après vérification externe;Code Symfony + create_copy.sql + captures SSMS + mail/cahier de besoins
application_dependance;type_dependance_id;BIGINT;RENOMMER_ET_CONSERVER;dependance_application;type_dependance;REMODELER;Remplacer la FK non matérialisée par un code contrôlé ou créer type_dependance si plusieurs valeurs sont confirmées.;Évite une FK orpheline.;Aucun impact écran si le mapping applicatif est adapté.;Valider en recette fonctionnelle.;ÉLEVÉE;Migration uniquement ou aucun usage métier confirmé;Candidate à archivage/suppression après vérification externe;Code Symfony + create_copy.sql + captures SSMS + mail/cahier de besoins
application_dependance;commentaire;NVARCHAR(1000);RENOMMER_ET_CONSERVER;dependance_application;commentaire;RENOMMER_TABLE;"Copie si des données existent ; sinon créer la structure vide.";Besoin obligatoire confirmé.;Aucun impact écran si le mapping applicatif est adapté.;Valider en recette fonctionnelle.;ÉLEVÉE;Migration uniquement ou aucun usage métier confirmé;Candidate à archivage/suppression après vérification externe;Code Symfony + create_copy.sql + captures SSMS + mail/cahier de besoins
application_dependance;date_creation;DATETIME2(0);RENOMMER_ET_CONSERVER;dependance_application;cree_le;RENOMMER;Copie directe.;Audit homogène.;Aucun impact écran si le mapping applicatif est adapté.;Valider en recette fonctionnelle.;ÉLEVÉE;Migration uniquement ou aucun usage métier confirmé;Candidate à archivage/suppression après vérification externe;Code Symfony + create_copy.sql + captures SSMS + mail/cahier de besoins
version_langage;version_id;BIGINT;CONSERVER_ET_ENRICHIR;version_langage;version_id;CONSERVER;Alimenter à partir des technologies historiques et des saisies futures.;Association métier demandée.;Aucun impact écran si le mapping applicatif est adapté.;Valider en recette fonctionnelle.;ÉLEVÉE;Migration uniquement ou aucun usage métier confirmé;Candidate à archivage/suppression après vérification externe;Code Symfony + create_copy.sql + captures SSMS + mail/cahier de besoins
version_langage;langage_id;BIGINT;CONSERVER_ET_ENRICHIR;version_langage;langage_id;CONSERVER;Remapper vers langage_programmation.;Association métier demandée.;Aucun impact écran si le mapping applicatif est adapté.;Valider en recette fonctionnelle.;ÉLEVÉE;Migration uniquement ou aucun usage métier confirmé;Candidate à archivage/suppression après vérification externe;Code Symfony + create_copy.sql + captures SSMS + mail/cahier de besoins
version_langage;date_creation;DATETIME2(0);CONSERVER_ET_ENRICHIR;version_langage;cree_le;RENOMMER;Copie directe ou date de migration.;Audit homogène.;Aucun impact écran si le mapping applicatif est adapté.;Valider en recette fonctionnelle.;ÉLEVÉE;Migration uniquement ou aucun usage métier confirmé;Candidate à archivage/suppression après vérification externe;Code Symfony + create_copy.sql + captures SSMS + mail/cahier de besoins
historique_application;id;BIGINT;REMPLACER;journal_modification;id;REMPLACER_TABLE;Nouvelle identité.;Journal unifié application/version.;Aucun impact écran si le mapping applicatif est adapté.;Valider en recette fonctionnelle.;ÉLEVÉE;Utilisée ou nécessaire à une table utilisée;Conserver;Code Symfony + create_copy.sql + captures SSMS + mail/cahier de besoins
historique_application;application_id;BIGINT;REMPLACER;journal_modification;application_id;CONSERVER;Copie si données présentes.;Conserve le périmètre.;Aucun impact écran si le mapping applicatif est adapté.;Valider en recette fonctionnelle.;ÉLEVÉE;Utilisée ou nécessaire à une table utilisée;Conserver;Code Symfony + create_copy.sql + captures SSMS + mail/cahier de besoins
historique_application;type_evenement;NVARCHAR(100);REMPLACER;journal_modification;action;RENOMMER_RECODER;Mapper sur une liste contrôlée d’actions.;Journal lisible.;Aucun impact écran si le mapping applicatif est adapté.;Valider en recette fonctionnelle.;ÉLEVÉE;Utilisée ou nécessaire à une table utilisée;Conserver;Code Symfony + create_copy.sql + captures SSMS + mail/cahier de besoins
historique_application;ancienne_valeur;NVARCHAR(MAX);REMPLACER;journal_modification;donnees_avant;CONVERTIR_JSON;Convertir en JSON seulement si des valeurs existent et sont exploitables.;Audit structuré plutôt que texte ambigu.;Aucun impact écran si le mapping applicatif est adapté.;Valider en recette fonctionnelle.;ÉLEVÉE;Aucun usage métier confirmé;Candidate à suppression après validation fonctionnelle;Code Symfony + create_copy.sql + captures SSMS + mail/cahier de besoins
historique_application;nouvelle_valeur;NVARCHAR(MAX);REMPLACER;journal_modification;donnees_apres;CONVERTIR_JSON;Convertir en JSON seulement si exploitable.;Audit structuré.;Aucun impact écran si le mapping applicatif est adapté.;Valider en recette fonctionnelle.;ÉLEVÉE;Aucun usage métier confirmé;Candidate à suppression après validation fonctionnelle;Code Symfony + create_copy.sql + captures SSMS + mail/cahier de besoins
historique_application;commentaire;NVARCHAR(MAX);REMPLACER;journal_modification;commentaire;CONSERVER;Copie directe.;Besoin écran journal.;Aucun impact écran si le mapping applicatif est adapté.;Valider en recette fonctionnelle.;ÉLEVÉE;Utilisée ou nécessaire à une table utilisée;Conserver;Code Symfony + create_copy.sql + captures SSMS + mail/cahier de besoins
historique_application;utilisateur_id;BIGINT;REMPLACER;journal_modification;administrateur_id;RENOMMER;Remapper vers administrateur.;Auteur de l’action.;Aucun impact écran si le mapping applicatif est adapté.;Valider en recette fonctionnelle.;ÉLEVÉE;Aucun usage métier confirmé;Candidate à suppression après validation fonctionnelle;Code Symfony + create_copy.sql + captures SSMS + mail/cahier de besoins
historique_application;date_evenement;DATETIME2(0);REMPLACER;journal_modification;cree_le;RENOMMER;Copie directe.;Horodatage standard.;Aucun impact écran si le mapping applicatif est adapté.;Valider en recette fonctionnelle.;ÉLEVÉE;Utilisée ou nécessaire à une table utilisée;Conserver;Code Symfony + create_copy.sql + captures SSMS + mail/cahier de besoins
application_document;id;BIGINT;FUSIONNER;document;id;FUSIONNER;Recréer les identifiants ou conserver avec décalage contrôlé.;Gestion documentaire unifiée.;Aucun impact écran si le mapping applicatif est adapté.;Valider en recette fonctionnelle.;ÉLEVÉE;Utilisée ou nécessaire à une table utilisée;Conserver;Code Symfony + create_copy.sql + captures SSMS + mail/cahier de besoins
application_document;application_id;BIGINT;FUSIONNER;document;application_id;FUSIONNER;Copie directe.;Conserve la portée du document.;Aucun impact écran si le mapping applicatif est adapté.;Valider en recette fonctionnelle.;ÉLEVÉE;Utilisée ou nécessaire à une table utilisée;Conserver;Code Symfony + create_copy.sql + captures SSMS + mail/cahier de besoins
application_document;type;NVARCHAR(100);FUSIONNER;document;categorie;RENOMMER;Normaliser via un référentiel type_document si plusieurs valeurs apparaissent.;Évite un texte libre incohérent.;Aucun impact écran si le mapping applicatif est adapté.;Valider en recette fonctionnelle.;ÉLEVÉE;Utilisée ou nécessaire à une table utilisée;Conserver;Code Symfony + create_copy.sql + captures SSMS + mail/cahier de besoins
application_document;name;NVARCHAR(255);FUSIONNER;document;nom_fichier;RENOMMER;Copie directe.;Nom français cohérent.;Aucun impact écran si le mapping applicatif est adapté.;Valider en recette fonctionnelle.;ÉLEVÉE;Utilisée ou nécessaire à une table utilisée;Conserver;Code Symfony + create_copy.sql + captures SSMS + mail/cahier de besoins
application_document;storage_path;NVARCHAR(512);FUSIONNER;document;chemin_stockage;RENOMMER;Copie directe après validation de l’existence du fichier.;Nom français cohérent.;Aucun impact écran si le mapping applicatif est adapté.;Valider en recette fonctionnelle.;ÉLEVÉE;Utilisée ou nécessaire à une table utilisée;Conserver;Code Symfony + create_copy.sql + captures SSMS + mail/cahier de besoins
application_document;date_creation;DATETIME2(0);FUSIONNER;document;cree_le;RENOMMER;Copie directe.;Audit homogène.;Aucun impact écran si le mapping applicatif est adapté.;Valider en recette fonctionnelle.;ÉLEVÉE;Utilisée ou nécessaire à une table utilisée;Conserver;Code Symfony + create_copy.sql + captures SSMS + mail/cahier de besoins
version_document;id;BIGINT;FUSIONNER;document;id;FUSIONNER;Recréer les identifiants ou conserver avec décalage contrôlé.;Gestion documentaire unifiée.;Aucun impact écran si le mapping applicatif est adapté.;Valider en recette fonctionnelle.;ÉLEVÉE;Utilisée ou nécessaire à une table utilisée;Conserver;Code Symfony + create_copy.sql + captures SSMS + mail/cahier de besoins
version_document;version_id;BIGINT;FUSIONNER;document;version_id;FUSIONNER;Copie directe.;Conserve la portée du document.;Aucun impact écran si le mapping applicatif est adapté.;Valider en recette fonctionnelle.;ÉLEVÉE;Utilisée ou nécessaire à une table utilisée;Conserver;Code Symfony + create_copy.sql + captures SSMS + mail/cahier de besoins
version_document;type;NVARCHAR(100);FUSIONNER;document;categorie;RENOMMER;Normaliser via un référentiel type_document si plusieurs valeurs apparaissent.;Évite un texte libre incohérent.;Aucun impact écran si le mapping applicatif est adapté.;Valider en recette fonctionnelle.;ÉLEVÉE;Utilisée ou nécessaire à une table utilisée;Conserver;Code Symfony + create_copy.sql + captures SSMS + mail/cahier de besoins
version_document;name;NVARCHAR(255);FUSIONNER;document;nom_fichier;RENOMMER;Copie directe.;Nom français cohérent.;Aucun impact écran si le mapping applicatif est adapté.;Valider en recette fonctionnelle.;ÉLEVÉE;Utilisée ou nécessaire à une table utilisée;Conserver;Code Symfony + create_copy.sql + captures SSMS + mail/cahier de besoins
version_document;storage_path;NVARCHAR(512);FUSIONNER;document;chemin_stockage;RENOMMER;Copie directe après validation de l’existence du fichier.;Nom français cohérent.;Aucun impact écran si le mapping applicatif est adapté.;Valider en recette fonctionnelle.;ÉLEVÉE;Utilisée ou nécessaire à une table utilisée;Conserver;Code Symfony + create_copy.sql + captures SSMS + mail/cahier de besoins
version_document;date_creation;DATETIME2(0);FUSIONNER;document;cree_le;RENOMMER;Copie directe.;Audit homogène.;Aucun impact écran si le mapping applicatif est adapté.;Valider en recette fonctionnelle.;ÉLEVÉE;Utilisée ou nécessaire à une table utilisée;Conserver;Code Symfony + create_copy.sql + captures SSMS + mail/cahier de besoins
listes_diffusion;id;BIGINT;SUPPRIMER;;;SUPPRIMER_AVEC_TABLE;"Ne pas migrer cette colonne ; archiver le contenu brut avant retrait définitif.";Périmètre explicitement retiré et table vide.;Suppression sans impact sur les écrans confirmés.;Vérifier absence de consommateur externe.;ÉLEVÉE;Utilisée ou nécessaire à une table utilisée;Conserver;Code Symfony + create_copy.sql + captures SSMS + mail/cahier de besoins
listes_diffusion;nom;NVARCHAR(300);SUPPRIMER;;;SUPPRIMER_AVEC_TABLE;"Ne pas migrer cette colonne ; archiver le contenu brut avant retrait définitif.";Périmètre explicitement retiré et table vide.;Suppression sans impact sur les écrans confirmés.;Vérifier absence de consommateur externe.;ÉLEVÉE;Utilisée ou nécessaire à une table utilisée;Conserver;Code Symfony + create_copy.sql + captures SSMS + mail/cahier de besoins
listes_diffusion;commentaire;NVARCHAR(2000);SUPPRIMER;;;SUPPRIMER_AVEC_TABLE;"Ne pas migrer cette colonne ; archiver le contenu brut avant retrait définitif.";Périmètre explicitement retiré et table vide.;Suppression sans impact sur les écrans confirmés.;Vérifier absence de consommateur externe.;ÉLEVÉE;Utilisée ou nécessaire à une table utilisée;Conserver;Code Symfony + create_copy.sql + captures SSMS + mail/cahier de besoins
listes_diffusion;date_creation;DATETIME2(0);SUPPRIMER;;;SUPPRIMER_AVEC_TABLE;"Ne pas migrer cette colonne ; archiver le contenu brut avant retrait définitif.";Périmètre explicitement retiré et table vide.;Suppression sans impact sur les écrans confirmés.;Vérifier absence de consommateur externe.;ÉLEVÉE;Utilisée ou nécessaire à une table utilisée;Conserver;Code Symfony + create_copy.sql + captures SSMS + mail/cahier de besoins
liaison_liste_diffusion_contact;liste_diffusion_id;BIGINT;SUPPRIMER;;;SUPPRIMER_AVEC_TABLE;"Ne pas migrer cette colonne ; archiver le contenu brut avant retrait définitif.";Dépend du périmètre listes de diffusion, explicitement retiré.;Suppression sans impact sur les écrans confirmés.;Vérifier absence de consommateur externe.;ÉLEVÉE;Utilisée ou nécessaire à une table utilisée;Conserver;Code Symfony + create_copy.sql + captures SSMS + mail/cahier de besoins
liaison_liste_diffusion_contact;contact_id;BIGINT;SUPPRIMER;;;SUPPRIMER_AVEC_TABLE;"Ne pas migrer cette colonne ; archiver le contenu brut avant retrait définitif.";Dépend du périmètre listes de diffusion, explicitement retiré.;Suppression sans impact sur les écrans confirmés.;Vérifier absence de consommateur externe.;ÉLEVÉE;Utilisée ou nécessaire à une table utilisée;Conserver;Code Symfony + create_copy.sql + captures SSMS + mail/cahier de besoins
liaison_liste_diffusion_contact;date_creation;DATETIME2(0);SUPPRIMER;;;SUPPRIMER_AVEC_TABLE;"Ne pas migrer cette colonne ; archiver le contenu brut avant retrait définitif.";Dépend du périmètre listes de diffusion, explicitement retiré.;Suppression sans impact sur les écrans confirmés.;Vérifier absence de consommateur externe.;ÉLEVÉE;Utilisée ou nécessaire à une table utilisée;Conserver;Code Symfony + create_copy.sql + captures SSMS + mail/cahier de besoins
incident_lecture_donnees;id;BIGINT;RENOMMER_ET_CONSERVER;incident_technique;id;RENOMMER_ET_CONSERVER;Copie directe avec purge des données trop anciennes.;Journal technique utile au support.;Aucun impact métier.;Définir une rétention et masquer les données sensibles.;ÉLEVÉE;Utilisée ou nécessaire à une table utilisée;Conserver;Code Symfony + create_copy.sql + captures SSMS + mail/cahier de besoins
incident_lecture_donnees;scope;NVARCHAR(100);RENOMMER_ET_CONSERVER;incident_technique;perimetre;RENOMMER_ET_CONSERVER;Copie directe avec purge des données trop anciennes.;Journal technique utile au support.;Aucun impact métier.;Définir une rétention et masquer les données sensibles.;ÉLEVÉE;Utilisée ou nécessaire à une table utilisée;Conserver;Code Symfony + create_copy.sql + captures SSMS + mail/cahier de besoins
incident_lecture_donnees;severity;NVARCHAR(20);RENOMMER_ET_CONSERVER;incident_technique;niveau;RENOMMER_ET_CONSERVER;Copie directe avec purge des données trop anciennes.;Journal technique utile au support.;Aucun impact métier.;Définir une rétention et masquer les données sensibles.;ÉLEVÉE;Utilisée ou nécessaire à une table utilisée;Conserver;Code Symfony + create_copy.sql + captures SSMS + mail/cahier de besoins
incident_lecture_donnees;error_type;NVARCHAR(255);RENOMMER_ET_CONSERVER;incident_technique;type_erreur;RENOMMER_ET_CONSERVER;Copie directe avec purge des données trop anciennes.;Journal technique utile au support.;Aucun impact métier.;Définir une rétention et masquer les données sensibles.;ÉLEVÉE;Utilisée ou nécessaire à une table utilisée;Conserver;Code Symfony + create_copy.sql + captures SSMS + mail/cahier de besoins
incident_lecture_donnees;message;NVARCHAR(2000);RENOMMER_ET_CONSERVER;incident_technique;message;RENOMMER_ET_CONSERVER;Copie directe avec purge des données trop anciennes.;Journal technique utile au support.;Aucun impact métier.;Définir une rétention et masquer les données sensibles.;ÉLEVÉE;Utilisée ou nécessaire à une table utilisée;Conserver;Code Symfony + create_copy.sql + captures SSMS + mail/cahier de besoins
incident_lecture_donnees;details;NVARCHAR(MAX);RENOMMER_ET_CONSERVER;incident_technique;details;RENOMMER_ET_CONSERVER;Copie directe avec purge des données trop anciennes.;Journal technique utile au support.;Aucun impact métier.;Définir une rétention et masquer les données sensibles.;ÉLEVÉE;Utilisée ou nécessaire à une table utilisée;Conserver;Code Symfony + create_copy.sql + captures SSMS + mail/cahier de besoins
incident_lecture_donnees;db_available;BIT;RENOMMER_ET_CONSERVER;incident_technique;base_disponible;RENOMMER_ET_CONSERVER;Copie directe avec purge des données trop anciennes.;Journal technique utile au support.;Aucun impact métier.;Définir une rétention et masquer les données sensibles.;ÉLEVÉE;Utilisée ou nécessaire à une table utilisée;Conserver;Code Symfony + create_copy.sql + captures SSMS + mail/cahier de besoins
incident_lecture_donnees;redis_hit;BIT;RENOMMER_ET_CONSERVER;incident_technique;cache_utilise;RENOMMER_ET_CONSERVER;Copie directe avec purge des données trop anciennes.;Journal technique utile au support.;Aucun impact métier.;Définir une rétention et masquer les données sensibles.;ÉLEVÉE;Utilisée ou nécessaire à une table utilisée;Conserver;Code Symfony + create_copy.sql + captures SSMS + mail/cahier de besoins
incident_lecture_donnees;cached_at;DATETIME2(0);RENOMMER_ET_CONSERVER;incident_technique;donnees_cachees_le;RENOMMER_ET_CONSERVER;Copie directe avec purge des données trop anciennes.;Journal technique utile au support.;Aucun impact métier.;Définir une rétention et masquer les données sensibles.;ÉLEVÉE;Utilisée ou nécessaire à une table utilisée;Conserver;Code Symfony + create_copy.sql + captures SSMS + mail/cahier de besoins
incident_lecture_donnees;created_at;DATETIME2(0);RENOMMER_ET_CONSERVER;incident_technique;cree_le;RENOMMER_ET_CONSERVER;Copie directe avec purge des données trop anciennes.;Journal technique utile au support.;Aucun impact métier.;Définir une rétention et masquer les données sensibles.;ÉLEVÉE;Utilisée ou nécessaire à une table utilisée;Conserver;Code Symfony + create_copy.sql + captures SSMS + mail/cahier de besoins
login_trace;id;BIGINT;RENOMMER_ET_CONSERVER;trace_connexion;id;RENOMMER_ET_CONSERVER;Copie directe avec purge selon rétention.;Traçabilité des connexions.;Aucun impact métier.;Valider RGPD et durée de conservation.;ÉLEVÉE;Utilisée ou nécessaire à une table utilisée;Conserver;Code Symfony + create_copy.sql + captures SSMS + mail/cahier de besoins
login_trace;login_utilisateur;NVARCHAR(150);RENOMMER_ET_CONSERVER;trace_connexion;identifiant;RENOMMER_ET_CONSERVER;Copie directe avec purge selon rétention.;Traçabilité des connexions.;Aucun impact métier.;Valider RGPD et durée de conservation.;ÉLEVÉE;Utilisée ou nécessaire à une table utilisée;Conserver;Code Symfony + create_copy.sql + captures SSMS + mail/cahier de besoins
login_trace;login_date_time;DATETIME2(6);RENOMMER_ET_CONSERVER;trace_connexion;connecte_le;RENOMMER_ET_CONSERVER;Copie directe avec purge selon rétention.;Traçabilité des connexions.;Aucun impact métier.;Valider RGPD et durée de conservation.;ÉLEVÉE;Utilisée ou nécessaire à une table utilisée;Conserver;Code Symfony + create_copy.sql + captures SSMS + mail/cahier de besoins
login_trace;ip_address;NVARCHAR(64);RENOMMER_ET_CONSERVER;trace_connexion;adresse_ip;RENOMMER_ET_CONSERVER;Copie directe avec purge selon rétention.;Traçabilité des connexions.;Aucun impact métier.;Valider RGPD et durée de conservation.;ÉLEVÉE;Utilisée ou nécessaire à une table utilisée;Conserver;Code Symfony + create_copy.sql + captures SSMS + mail/cahier de besoins
login_trace;user_agent;NVARCHAR(512);RENOMMER_ET_CONSERVER;trace_connexion;agent_utilisateur;RENOMMER_ET_CONSERVER;Copie directe avec purge selon rétention.;Traçabilité des connexions.;Aucun impact métier.;Valider RGPD et durée de conservation.;ÉLEVÉE;Utilisée ou nécessaire à une table utilisée;Conserver;Code Symfony + create_copy.sql + captures SSMS + mail/cahier de besoins
login_trace;success;BIT;RENOMMER_ET_CONSERVER;trace_connexion;est_reussie;RENOMMER_ET_CONSERVER;Copie directe avec purge selon rétention.;Traçabilité des connexions.;Aucun impact métier.;Valider RGPD et durée de conservation.;ÉLEVÉE;Utilisée ou nécessaire à une table utilisée;Conserver;Code Symfony + create_copy.sql + captures SSMS + mail/cahier de besoins
login_trace;redirect_path;NVARCHAR(255);RENOMMER_ET_CONSERVER;trace_connexion;chemin_redirection;RENOMMER_ET_CONSERVER;Copie directe avec purge selon rétention.;Traçabilité des connexions.;Aucun impact métier.;Valider RGPD et durée de conservation.;ÉLEVÉE;Utilisée ou nécessaire à une table utilisée;Conserver;Code Symfony + create_copy.sql + captures SSMS + mail/cahier de besoins
version_application;entite_rmn;NVARCHAR;REMPLACER_ET_ECLATER;version_contact;contact/role;DEPLACER_NORMALISER;Créer/rapprocher le contact et l’affecter au rôle métier correspondant.;Responsabilité historique stockée en texte dans la grosse table.;Le champ reste disponible via la fiche Version ou une section spécialisée.;Profilage des valeurs réelles et validation métier avant migration automatique.;MOYENNE;Colonne visible dans la base réelle/captures, absente du create_copy.sql simplifié;Normaliser;Captures SSMS de version_application
version_application;nom_prenom_rmn;NVARCHAR;REMPLACER_ET_ECLATER;version_contact;contact_id;DEPLACER_NORMALISER;Découper/nettoyer les noms puis rapprocher contact par matricule/email ou revue manuelle.;Les personnes doivent être des contacts, pas des colonnes texte.;Le champ reste disponible via la fiche Version ou une section spécialisée.;Profilage des valeurs réelles et validation métier avant migration automatique.;MOYENNE;Colonne visible dans la base réelle/captures, absente du create_copy.sql simplifié;Normaliser;Captures SSMS de version_application
version_application;entite_rtp;NVARCHAR;REMPLACER_ET_ECLATER;version_contact;contact/role;DEPLACER_NORMALISER;Affecter le rôle RTN/RTP selon le dictionnaire validé.;Responsabilités historisées par version.;Le champ reste disponible via la fiche Version ou une section spécialisée.;Profilage des valeurs réelles et validation métier avant migration automatique.;MOYENNE;Colonne visible dans la base réelle/captures, absente du create_copy.sql simplifié;Normaliser;Captures SSMS de version_application
version_application;nom_prenom_rtp;NVARCHAR;REMPLACER_ET_ECLATER;version_contact;contact_id;DEPLACER_NORMALISER;Rapprochement contact avec rapport d’ambiguïtés.;Évite les noms libres et les doublons.;Le champ reste disponible via la fiche Version ou une section spécialisée.;Profilage des valeurs réelles et validation métier avant migration automatique.;MOYENNE;Colonne visible dans la base réelle/captures, absente du create_copy.sql simplifié;Normaliser;Captures SSMS de version_application
